Node 72,<0.000000, 0.000000, 0.029099>
Node 117,<0.000000, 0.000000, 0.160321>
Node 183,<0.000000, 0.000000, 0.541873>
Node 264,<0.000000, 0.000000, 0.800104>
Node 344,<0.000000, 0.000000, 0.758450>
Node 422,<0.000000, 0.000000, 0.718270>
Node 499,<0.000000, 0.000000, 0.679536>
Node 575,<0.000000, 0.000000, 0.642222>
Node 649,<0.000000, 0.000000, 0.606302>
Node 722,<0.000000, 0.000000, 0.571749>
Node 794,<0.000000, 0.000000, 0.538537>
Node 864,<0.000000, 0.000000, 0.506638>
Node 932,<0.000000, 0.000000, 0.476027>
Node 999,<0.000000, 0.000000, 0.446676>
Node 1065,<0.000000, 0.000000, 0.418560>
Node 1129,<0.000000, 0.000000, 0.391652>
Node 1192,<0.000000, 0.000000, 0.365924>
Node 1254,<0.000000, 0.000000, 0.341351>
Node 1314,<0.000000, 0.000000, 0.317906>
Node 1373,<0.000000, 0.000000, 0.295563>
Node 1431,<0.000000, 0.000000, 0.274294>
Node 1487,<0.000000, 0.000000, 0.254074>
Node 1542,<0.000000, 0.000000, 0.234875>
Node 1596,<0.000000, 0.000000, 0.216671>
Node 1648,<0.000000, 0.000000, 0.199436>
Node 1699,<0.000000, 0.000000, 0.183143>
Node 1749,<0.000000, 0.000000, 0.167766>
Node 1797,<0.000000, 0.000000, 0.153277>
Node 1844,<0.000000, 0.000000, 0.139651>
Node 1890,<0.000000, 0.000000, 0.126860>
Node 1934,<0.000000, 0.000000, 0.114879>
Node 1976,<0.000000, 0.000000, 0.103680>
Node 2017,<0.000000, 0.000000, 0.093237>
Node 2057,<0.000000, 0.000000, 0.083524>
Node 2095,<0.000000, 0.000000, 0.074514>
Node 2132,<0.000000, 0.000000, 0.066179>
Node 2168,<0.000000, 0.000000, 0.058495>
Node 2202,<0.000000, 0.000000, 0.051433>
Node 2235,<0.000000, 0.000000, 0.044968>
Node 2267,<0.000000, 0.000000, 0.039073>
Node 2297,<0.000000, 0.000000, 0.033721>
Node 2326,<0.000000, 0.000000, 0.028886>
Node 2354,<0.000000, 0.000000, 0.024541>
Node 2380,<0.000000, 0.000000, 0.020659>
Node 2405,<0.000000, 0.000000, 0.017214>
Node 2429,<0.000000, 0.000000, 0.007798>
Node 73,<0.000000, 0.000000, 0.067541>
Node 118,<0.000000, 0.000000, 0.334199>
Node 184,<0.000000, 0.000000, 0.892763>
Node 265,<0.000000, 0.000000, 1.219999>
Node 345,<0.000000, 0.000000, 1.156700>
Node 423,<0.000000, 0.000000, 1.095628>
Node 500,<0.000000, 0.000000, 1.036743>
Node 576,<0.000000, 0.000000, 0.980005>
Node 650,<0.000000, 0.000000, 0.925374>
Node 723,<0.000000, 0.000000, 0.872810>
Node 795,<0.000000, 0.000000, 0.822273>
Node 865,<0.000000, 0.000000, 0.773724>
Node 933,<0.000000, 0.000000, 0.727123>
Node 1000,<0.000000, 0.000000, 0.682429>
Node 1066,<0.000000, 0.000000, 0.639604>
Node 1130,<0.000000, 0.000000, 0.598607>
Node 1193,<0.000000, 0.000000, 0.559398>
Node 1255,<0.000000, 0.000000, 0.521938>
Node 1315,<0.000000, 0.000000, 0.486186>
Node 1374,<0.000000, 0.000000, 0.452103>
Node 1432,<0.000000, 0.000000, 0.419650>
Node 1488,<0.000000, 0.000000, 0.388785>
Node 1543,<0.000000, 0.000000, 0.359470>
Node 1597,<0.000000, 0.000000, 0.331665>
Node 1649,<0.000000, 0.000000, 0.305329>
Node 1700,<0.000000, 0.000000, 0.280423>
Node 1750,<0.000000, 0.000000, 0.256907>
Node 1798,<0.000000, 0.000000, 0.234742>
Node 1845,<0.000000, 0.000000, 0.213887>
Node 1891,<0.000000, 0.000000, 0.194302>
Node 1935,<0.000000, 0.000000, 0.175948>
Node 1977,<0.000000, 0.000000, 0.158785>
Node 2018,<0.000000, 0.000000, 0.142773>
Node 2058,<0.000000, 0.000000, 0.127873>
Node 2096,<0.000000, 0.000000, 0.114044>
Node 2133,<0.000000, 0.000000, 0.101246>
Node 2169,<0.000000, 0.000000, 0.089441>
Node 2203,<0.000000, 0.000000, 0.078587>
Node 2236,<0.000000, 0.000000, 0.068646>
Node 2268,<0.000000, 0.000000, 0.059577>
Node 2298,<0.000000, 0.000000, 0.051341>
Node 2327,<0.000000, 0.000000, 0.043898>
Node 2355,<0.000000, 0.000000, 0.037208>
Node 2381,<0.000000, 0.000000, 0.031231>
Node 2406,<0.000000, 0.000000, 0.025928>
Node 2430,<0.000000, 0.000000, 0.011720>
