Node 72,<0.000000, 0.000000, 0.072746>
Node 117,<0.000000, 0.000000, 0.400802>
Node 183,<0.000000, 0.000000, 1.354683>
Node 264,<0.000000, 0.000000, 2.000260>
Node 344,<0.000000, 0.000000, 1.896126>
Node 422,<0.000000, 0.000000, 1.795674>
Node 499,<0.000000, 0.000000, 1.698840>
Node 575,<0.000000, 0.000000, 1.605556>
Node 649,<0.000000, 0.000000, 1.515756>
Node 722,<0.000000, 0.000000, 1.429373>
Node 794,<0.000000, 0.000000, 1.346342>
Node 864,<0.000000, 0.000000, 1.266595>
Node 932,<0.000000, 0.000000, 1.190067>
Node 999,<0.000000, 0.000000, 1.116691>
Node 1065,<0.000000, 0.000000, 1.046400>
Node 1129,<0.000000, 0.000000, 0.979129>
Node 1192,<0.000000, 0.000000, 0.914810>
Node 1254,<0.000000, 0.000000, 0.853378>
Node 1314,<0.000000, 0.000000, 0.794766>
Node 1373,<0.000000, 0.000000, 0.738907>
Node 1431,<0.000000, 0.000000, 0.685735>
Node 1487,<0.000000, 0.000000, 0.635184>
Node 1542,<0.000000, 0.000000, 0.587187>
Node 1596,<0.000000, 0.000000, 0.541678>
Node 1648,<0.000000, 0.000000, 0.498591>
Node 1699,<0.000000, 0.000000, 0.457858>
Node 1749,<0.000000, 0.000000, 0.419415>
Node 1797,<0.000000, 0.000000, 0.383193>
Node 1844,<0.000000, 0.000000, 0.349127>
Node 1890,<0.000000, 0.000000, 0.317151>
Node 1934,<0.000000, 0.000000, 0.287198>
Node 1976,<0.000000, 0.000000, 0.259201>
Node 2017,<0.000000, 0.000000, 0.233094>
Node 2057,<0.000000, 0.000000, 0.208810>
Node 2095,<0.000000, 0.000000, 0.186284>
Node 2132,<0.000000, 0.000000, 0.165448>
Node 2168,<0.000000, 0.000000, 0.146237>
Node 2202,<0.000000, 0.000000, 0.128583>
Node 2235,<0.000000, 0.000000, 0.112421>
Node 2267,<0.000000, 0.000000, 0.097683>
Node 2297,<0.000000, 0.000000, 0.084303>
Node 2326,<0.000000, 0.000000, 0.072215>
Node 2354,<0.000000, 0.000000, 0.061352>
Node 2380,<0.000000, 0.000000, 0.051647>
Node 2405,<0.000000, 0.000000, 0.043034>
Node 2429,<0.000000, 0.000000, 0.019496>
Node 73,<0.000000, 0.000000, 0.168852>
Node 118,<0.000000, 0.000000, 0.835497>
Node 184,<0.000000, 0.000000, 2.231907>
Node 265,<0.000000, 0.000000, 3.049997>
Node 345,<0.000000, 0.000000, 2.891751>
Node 423,<0.000000, 0.000000, 2.739071>
Node 500,<0.000000, 0.000000, 2.591858>
Node 576,<0.000000, 0.000000, 2.450012>
Node 650,<0.000000, 0.000000, 2.313434>
Node 723,<0.000000, 0.000000, 2.182024>
Node 795,<0.000000, 0.000000, 2.055683>
Node 865,<0.000000, 0.000000, 1.934310>
Node 933,<0.000000, 0.000000, 1.817807>
Node 1000,<0.000000, 0.000000, 1.706073>
Node 1066,<0.000000, 0.000000, 1.599009>
Node 1130,<0.000000, 0.000000, 1.496516>
Node 1193,<0.000000, 0.000000, 1.398495>
Node 1255,<0.000000, 0.000000, 1.304844>
Node 1315,<0.000000, 0.000000, 1.215465>
Node 1374,<0.000000, 0.000000, 1.130258>
Node 1432,<0.000000, 0.000000, 1.049124>
Node 1488,<0.000000, 0.000000, 0.971963>
Node 1543,<0.000000, 0.000000, 0.898676>
Node 1597,<0.000000, 0.000000, 0.829162>
Node 1649,<0.000000, 0.000000, 0.763323>
Node 1700,<0.000000, 0.000000, 0.701058>
Node 1750,<0.000000, 0.000000, 0.642268>
Node 1798,<0.000000, 0.000000, 0.586854>
Node 1845,<0.000000, 0.000000, 0.534716>
Node 1891,<0.000000, 0.000000, 0.485755>
Node 1935,<0.000000, 0.000000, 0.439870>
Node 1977,<0.000000, 0.000000, 0.396963>
Node 2018,<0.000000, 0.000000, 0.356933>
Node 2058,<0.000000, 0.000000, 0.319682>
Node 2096,<0.000000, 0.000000, 0.285109>
Node 2133,<0.000000, 0.000000, 0.253116>
Node 2169,<0.000000, 0.000000, 0.223602>
Node 2203,<0.000000, 0.000000, 0.196468>
Node 2236,<0.000000, 0.000000, 0.171615>
Node 2268,<0.000000, 0.000000, 0.148943>
Node 2298,<0.000000, 0.000000, 0.128353>
Node 2327,<0.000000, 0.000000, 0.109745>
Node 2355,<0.000000, 0.000000, 0.093020>
Node 2381,<0.000000, 0.000000, 0.078078>
Node 2406,<0.000000, 0.000000, 0.064820>
Node 2430,<0.000000, 0.000000, 0.029300>
