Node 117,<0.000000, 0.000000, 1.599823>
Node 183,<0.000000, 0.000000, 3.172054>
Node 264,<0.000000, 0.000000, 3.206839>
Node 344,<0.000000, 0.000000, 3.324012>
Node 422,<0.000000, 0.000000, 3.426539>
Node 499,<0.000000, 0.000000, 3.515471>
Node 575,<0.000000, 0.000000, 3.591872>
Node 649,<0.000000, 0.000000, 3.656754>
Node 722,<0.000000, 0.000000, 3.711054>
Node 794,<0.000000, 0.000000, 3.755626>
Node 864,<0.000000, 0.000000, 3.791241>
Node 932,<0.000000, 0.000000, 3.818589>
Node 999,<0.000000, 0.000000, 3.838286>
Node 1065,<0.000000, 0.000000, 3.850881>
Node 1129,<0.000000, 0.000000, 3.856863>
Node 1192,<0.000000, 0.000000, 3.856667>
Node 1254,<0.000000, 0.000000, 3.850680>
Node 1314,<0.000000, 0.000000, 3.839243>
Node 1373,<0.000000, 0.000000, 3.822662>
Node 1431,<0.000000, 0.000000, 3.801205>
Node 1487,<0.000000, 0.000000, 3.775111>
Node 1542,<0.000000, 0.000000, 3.744589>
Node 1596,<0.000000, 0.000000, 3.709821>
Node 1648,<0.000000, 0.000000, 3.670968>
Node 1699,<0.000000, 0.000000, 3.628166>
Node 1749,<0.000000, 0.000000, 3.581531>
Node 1797,<0.000000, 0.000000, 3.531160>
Node 1844,<0.000000, 0.000000, 3.477130>
Node 1890,<0.000000, 0.000000, 3.419499>
Node 1934,<0.000000, 0.000000, 3.358307>
Node 1976,<0.000000, 0.000000, 3.293575>
Node 2017,<0.000000, 0.000000, 3.225304>
Node 2057,<0.000000, 0.000000, 3.153474>
Node 2095,<0.000000, 0.000000, 3.078043>
Node 2132,<0.000000, 0.000000, 2.998944>
Node 2168,<0.000000, 0.000000, 2.916081>
Node 2202,<0.000000, 0.000000, 2.829325>
Node 2235,<0.000000, 0.000000, 2.738507>
Node 2267,<0.000000, 0.000000, 2.643409>
Node 2297,<0.000000, 0.000000, 2.543753>
Node 2326,<0.000000, 0.000000, 2.439181>
Node 2354,<0.000000, 0.000000, 2.329229>
Node 2380,<0.000000, 0.000000, 2.213289>
Node 2405,<0.000000, 0.000000, 1.076867>
Node 118,<0.000000, 0.000000, 4.227769>
Node 184,<0.000000, 0.000000, 8.501679>
Node 265,<0.000000, 0.000000, 8.422913>
Node 345,<0.000000, 0.000000, 8.179751>
Node 423,<0.000000, 0.000000, 7.949373>
Node 500,<0.000000, 0.000000, 7.730716>
Node 576,<0.000000, 0.000000, 7.522703>
Node 650,<0.000000, 0.000000, 7.324308>
Node 723,<0.000000, 0.000000, 7.134575>
Node 795,<0.000000, 0.000000, 6.952630>
Node 865,<0.000000, 0.000000, 6.777679>
Node 933,<0.000000, 0.000000, 6.609008>
Node 1000,<0.000000, 0.000000, 6.445971>
Node 1066,<0.000000, 0.000000, 6.287987>
Node 1130,<0.000000, 0.000000, 6.134533>
Node 1193,<0.000000, 0.000000, 5.985134>
Node 1255,<0.000000, 0.000000, 5.839364>
Node 1315,<0.000000, 0.000000, 5.696830>
Node 1374,<0.000000, 0.000000, 5.557179>
Node 1432,<0.000000, 0.000000, 5.420083>
Node 1488,<0.000000, 0.000000, 5.285244>
Node 1543,<0.000000, 0.000000, 5.152384>
Node 1597,<0.000000, 0.000000, 5.021246>
Node 1649,<0.000000, 0.000000, 4.891586>
Node 1700,<0.000000, 0.000000, 4.763178>
Node 1750,<0.000000, 0.000000, 4.635804>
Node 1798,<0.000000, 0.000000, 4.509258>
Node 1845,<0.000000, 0.000000, 4.383339>
Node 1891,<0.000000, 0.000000, 4.257850>
Node 1935,<0.000000, 0.000000, 4.132599>
Node 1977,<0.000000, 0.000000, 4.007391>
Node 2018,<0.000000, 0.000000, 3.882030>
Node 2058,<0.000000, 0.000000, 3.756315>
Node 2096,<0.000000, 0.000000, 3.630036>
Node 2133,<0.000000, 0.000000, 3.502971>
Node 2169,<0.000000, 0.000000, 3.374881>
Node 2203,<0.000000, 0.000000, 3.245505>
Node 2236,<0.000000, 0.000000, 3.114551>
Node 2268,<0.000000, 0.000000, 2.981686>
Node 2298,<0.000000, 0.000000, 2.846527>
Node 2327,<0.000000, 0.000000, 2.708615>
Node 2355,<0.000000, 0.000000, 2.567395>
Node 2381,<0.000000, 0.000000, 2.422168>
Node 2406,<0.000000, 0.000000, 1.174228>
