Node 118,<0.000000, 0.000000, 15124.733048>
Node 188,<0.000000, 0.000000, 18158.568464>
Node 278,<0.000000, 0.000000, 6193.316494>
Node 366,<0.000000, 0.000000, 6433.319575>
Node 453,<0.000000, 0.000000, 6651.190712>
Node 539,<0.000000, 0.000000, 6847.933359>
Node 624,<0.000000, 0.000000, 7024.709152>
Node 708,<0.000000, 0.000000, 7182.726872>
Node 790,<0.000000, 0.000000, 7323.179336>
Node 872,<0.000000, 0.000000, 7447.208790>
Node 952,<0.000000, 0.000000, 7555.889279>
Node 1031,<0.000000, 0.000000, 7650.219107>
Node 1109,<0.000000, 0.000000, 7731.119233>
Node 1185,<0.000000, 0.000000, 7799.435065>
Node 1261,<0.000000, 0.000000, 7855.940113>
Node 1335,<0.000000, 0.000000, 7901.340561>
Node 1408,<0.000000, 0.000000, 7936.280178>
Node 1480,<0.000000, 0.000000, 7961.345244>
Node 1551,<0.000000, 0.000000, 7977.069286>
Node 1621,<0.000000, 0.000000, 7983.937516>
Node 1689,<0.000000, 0.000000, 7982.390925>
Node 1757,<0.000000, 0.000000, 7972.830013>
Node 1823,<0.000000, 0.000000, 7955.618150>
Node 1888,<0.000000, 0.000000, 7931.084594>
Node 1952,<0.000000, 0.000000, 7899.527172>
Node 2014,<0.000000, 0.000000, 7861.214649>
Node 2076,<0.000000, 0.000000, 7816.388812>
Node 2136,<0.000000, 0.000000, 7765.266272>
Node 2195,<0.000000, 0.000000, 7708.040024>
Node 2253,<0.000000, 0.000000, 7644.880753>
Node 2310,<0.000000, 0.000000, 7575.937923>
Node 2366,<0.000000, 0.000000, 7501.340630>
Node 2420,<0.000000, 0.000000, 7421.198246>
Node 2474,<0.000000, 0.000000, 7335.600833>
Node 2526,<0.000000, 0.000000, 7244.619333>
Node 2577,<0.000000, 0.000000, 7148.305508>
Node 2627,<0.000000, 0.000000, 7046.691621>
Node 2675,<0.000000, 0.000000, 6939.789820>
Node 2723,<0.000000, 0.000000, 6827.591178>
Node 2769,<0.000000, 0.000000, 6710.064335>
Node 2814,<0.000000, 0.000000, 6587.153659>
Node 2858,<0.000000, 0.000000, 6458.776808>
Node 2901,<0.000000, 0.000000, 6324.821557>
Node 2943,<0.000000, 0.000000, 6185.141653>
Node 2983,<0.000000, 0.000000, 6039.551433>
Node 3023,<0.000000, 0.000000, 5887.818769>
Node 3061,<0.000000, 0.000000, 5729.655743>
Node 3098,<0.000000, 0.000000, 5564.706162>
Node 3134,<0.000000, 0.000000, 5392.528567>
Node 3168,<0.000000, 0.000000, 2652.285820>
Node 119,<0.000000, 0.000000, 26776.898818>
Node 189,<0.000000, 0.000000, 36254.386201>
Node 279,<0.000000, 0.000000, 18723.401057>
Node 367,<0.000000, 0.000000, 18270.214071>
Node 454,<0.000000, 0.000000, 17836.498920>
Node 540,<0.000000, 0.000000, 17421.242074>
Node 625,<0.000000, 0.000000, 17023.269604>
Node 709,<0.000000, 0.000000, 16641.358175>
Node 791,<0.000000, 0.000000, 16274.298092>
Node 873,<0.000000, 0.000000, 15920.927832>
Node 953,<0.000000, 0.000000, 15580.151602>
Node 1032,<0.000000, 0.000000, 15250.946775>
Node 1110,<0.000000, 0.000000, 14932.365392>
Node 1186,<0.000000, 0.000000, 14623.532245>
Node 1262,<0.000000, 0.000000, 14323.641086>
Node 1336,<0.000000, 0.000000, 14031.949909>
Node 1409,<0.000000, 0.000000, 13747.775853>
Node 1481,<0.000000, 0.000000, 13470.490092>
Node 1552,<0.000000, 0.000000, 13199.512881>
Node 1622,<0.000000, 0.000000, 12934.308870>
Node 1690,<0.000000, 0.000000, 12674.382742>
Node 1758,<0.000000, 0.000000, 12419.275176>
Node 1824,<0.000000, 0.000000, 12168.559141>
Node 1889,<0.000000, 0.000000, 11921.836492>
Node 1953,<0.000000, 0.000000, 11678.734854>
Node 2015,<0.000000, 0.000000, 11438.904761>
Node 2077,<0.000000, 0.000000, 11202.017015>
Node 2137,<0.000000, 0.000000, 10967.760250>
Node 2196,<0.000000, 0.000000, 10735.838655>
Node 2254,<0.000000, 0.000000, 10505.969841>
Node 2311,<0.000000, 0.000000, 10277.882814>
Node 2367,<0.000000, 0.000000, 10051.316032>
Node 2421,<0.000000, 0.000000, 9826.015508>
Node 2475,<0.000000, 0.000000, 9601.732938>
Node 2527,<0.000000, 0.000000, 9378.223813>
Node 2578,<0.000000, 0.000000, 9155.245477>
Node 2628,<0.000000, 0.000000, 8932.555097>
Node 2676,<0.000000, 0.000000, 8709.907483>
Node 2724,<0.000000, 0.000000, 8487.052699>
Node 2770,<0.000000, 0.000000, 8263.733399>
Node 2815,<0.000000, 0.000000, 8039.681767>
Node 2859,<0.000000, 0.000000, 7814.615964>
Node 2902,<0.000000, 0.000000, 7588.235883>
Node 2944,<0.000000, 0.000000, 7360.218004>
Node 2984,<0.000000, 0.000000, 7130.209033>
Node 3024,<0.000000, 0.000000, 6897.817868>
Node 3062,<0.000000, 0.000000, 6662.605279>
Node 3099,<0.000000, 0.000000, 6424.070340>
Node 3135,<0.000000, 0.000000, 6181.632224>
Node 3169,<0.000000, 0.000000, 3029.679560>
