local_id,x,y,z,rib_index,stringer_index,tag,h,global_id
1629,10.0634529934239,7.85867577533024,0.01,23,21,stringer,extrados,884
1686,10.1204182405187,7.7091600215669,0.01,23,22,stringer,extrados,885
1741,10.1773834876136,7.55964426780355,0.01,23,23,stringer,extrados,886
1794,10.2343487347085,7.41012851404021,0.01,23,24,stringer,extrados,887
1844,10.2913139818033,7.26061276027687,0.01,23,25,stringer,extrados,888
1891,10.3482792288982,7.11109700651352,0.01,23,26,stringer,extrados,889
1935,10.4052444759931,6.96158125275018,0.01,23,27,stringer,extrados,890
1976,10.4622097230879,6.81206549898684,0.01,23,28,stringer,extrados,891
2014,10.5191749701828,6.6625497452235,0.01,23,29,stringer,extrados,892
2049,10.5761402172777,6.51303399146015,0.01,23,30,stringer,extrados,893
2082,10.6331054643725,6.36351823769681,0.01,23,31,stringer,extrados,894
2112,10.6900707114674,6.21400248393347,0.01,23,32,stringer,extrados,895
24,9.19424851578894,11.1231180823805,0.01,24,-2,rear spars,extrados,896
24,11.0452395907057,6.26485203616277,0.01,24,-1,front spars,extrados,897
21,9.25121376288381,10.9736023286171,0.01,24,1,stringer,extrados,898
109,9.30817900997868,10.8240865748538,0.01,24,2,stringer,extrados,899
197,9.36514425707355,10.6745708210904,0.01,24,3,stringer,extrados,900
285,9.42210950416841,10.5250550673271,0.01,24,4,stringer,extrados,901
373,9.47907475126328,10.3755393135637,0.01,24,5,stringer,extrados,902
462,9.53603999835815,10.2260235598004,0.01,24,6,stringer,extrados,903
551,9.59300524545302,10.0765078060371,0.01,24,7,stringer,extrados,904
640,9.64997049254789,9.92699205227372,0.01,24,8,stringer,extrados,905
729,9.70693573964275,9.77747629851038,0.01,24,9,stringer,extrados,906
819,9.76390098673762,9.62796054474703,0.01,24,10,stringer,extrados,907
906,9.82086623383249,9.47844479098369,0.01,24,11,stringer,extrados,908
991,9.87783148092736,9.32892903722035,0.01,24,12,stringer,extrados,909
1073,9.93479672802223,9.17941328345701,0.01,24,13,stringer,extrados,910
1152,9.9917619751171,9.02989752969366,0.01,24,14,stringer,extrados,911
1228,10.048727222212,8.88038177593032,0.01,24,15,stringer,extrados,912
1301,10.1056924693068,8.73086602216698,0.01,24,16,stringer,extrados,913
1372,10.1626577164017,8.58135026840363,0.01,24,17,stringer,extrados,914
1441,10.2196229634966,8.43183451464029,0.01,24,18,stringer,extrados,915
1507,10.2765882105914,8.28231876087695,0.01,24,19,stringer,extrados,916
1570,10.3335534576863,8.1328030071136,0.01,24,20,stringer,extrados,917
1630,10.3905187047812,7.98328725335026,0.01,24,21,stringer,extrados,918
1687,10.447483951876,7.83377149958692,0.01,24,22,stringer,extrados,919
1742,10.5044491989709,7.68425574582358,0.01,24,23,stringer,extrados,920
1795,10.5614144460658,7.53473999206023,0.01,24,24,stringer,extrados,921
1845,10.6183796931606,7.38522423829689,0.01,24,25,stringer,extrados,922
1892,10.6753449402555,7.23570848453355,0.01,24,26,stringer,extrados,923
1936,10.7323101873504,7.0861927307702,0.01,24,27,stringer,extrados,924
1977,10.7892754344453,6.93667697700686,0.01,24,28,stringer,extrados,925
2015,10.8462406815401,6.78716122324352,0.01,24,29,stringer,extrados,926
2050,10.903205928635,6.63764546948018,0.01,24,30,stringer,extrados,927
2083,10.9601711757299,6.48812971571683,0.01,24,31,stringer,extrados,928
2113,11.0171364228247,6.33861396195349,0.01,24,32,stringer,extrados,929
25,9.52131422714625,11.2477295604005,0.01,25,-2,rear spars,extrados,930
25,11.3523446265991,6.44185397309961,0.01,25,-1,front spars,extrados,931
22,9.57827947424112,11.0982138066371,0.01,25,1,stringer,extrados,932
110,9.63524472133599,10.9486980528738,0.01,25,2,stringer,extrados,933
198,9.69220996843086,10.7991822991105,0.01,25,3,stringer,extrados,934
286,9.74917521552573,10.6496665453471,0.01,25,4,stringer,extrados,935
374,9.8061404626206,10.5001507915838,0.01,25,5,stringer,extrados,936
463,9.86310570971546,10.3506350378204,0.01,25,6,stringer,extrados,937
552,9.92007095681033,10.2011192840571,0.01,25,7,stringer,extrados,938
641,9.9770362039052,10.0516035302937,0.01,25,8,stringer,extrados,939
730,10.0340014510001,9.9020877765304,0.01,25,9,stringer,extrados,940
820,10.0909666980949,9.75257202276706,0.01,25,10,stringer,extrados,941
907,10.1479319451898,9.60305626900372,0.01,25,11,stringer,extrados,942
992,10.2048971922847,9.45354051524037,0.01,25,12,stringer,extrados,943
1074,10.2618624393795,9.30402476147703,0.01,25,13,stringer,extrados,944
1153,10.3188276864744,9.15450900771369,0.01,25,14,stringer,extrados,945
1229,10.3757929335693,9.00499325395034,0.01,25,15,stringer,extrados,946
1302,10.4327581806641,8.855477500187,0.01,25,16,stringer,extrados,947
1373,10.489723427759,8.70596174642366,0.01,25,17,stringer,extrados,948
1442,10.5466886748539,8.55644599266031,0.01,25,18,stringer,extrados,949
1508,10.6036539219487,8.40693023889697,0.01,25,19,stringer,extrados,950
1571,10.6606191690436,8.25741448513363,0.01,25,20,stringer,extrados,951
1631,10.7175844161385,8.10789873137029,0.01,25,21,stringer,extrados,952
1688,10.7745496632334,7.95838297760694,0.01,25,22,stringer,extrados,953
1743,10.8315149103282,7.8088672238436,0.01,25,23,stringer,extrados,954
1796,10.8884801574231,7.65935147008026,0.01,25,24,stringer,extrados,955
1846,10.945445404518,7.50983571631692,0.01,25,25,stringer,extrados,956
1893,11.0024106516128,7.36031996255357,0.01,25,26,stringer,extrados,957
1937,11.0593758987077,7.21080420879023,0.01,25,27,stringer,extrados,958
1978,11.1163411458026,7.06128845502689,0.01,25,28,stringer,extrados,959
2016,11.1733063928974,6.91177270126354,0.01,25,29,stringer,extrados,960
2051,11.2302716399923,6.7622569475002,0.01,25,30,stringer,extrados,961
2084,11.2872368870872,6.61274119373686,0.01,25,31,stringer,extrados,962
2114,11.344202134182,6.46322543997351,0.01,25,32,stringer,extrados,963
26,9.84837993850357,11.3723410384205,0.01,26,-2,rear spars,extrados,964
26,11.6594496624925,6.61885591003645,0.01,26,-1,front spars,extrados,965
23,9.90534518559843,11.2228252846572,0.01,26,1,stringer,extrados,966
111,9.9623104326933,11.0733095308938,0.01,26,2,stringer,extrados,967
199,10.0192756797882,10.9237937771305,0.01,26,3,stringer,extrados,968
287,10.076240926883,10.7742780233671,0.01,26,4,stringer,extrados,969
375,10.1332061739779,10.6247622696038,0.01,26,5,stringer,extrados,970
464,10.1901714210728,10.4752465158405,0.01,26,6,stringer,extrados,971
553,10.2471366681676,10.3257307620771,0.01,26,7,stringer,extrados,972
642,10.3041019152625,10.1762150083138,0.01,26,8,stringer,extrados,973
731,10.3610671623574,10.0266992545504,0.01,26,9,stringer,extrados,974
821,10.4180324094522,9.87718350078708,0.01,26,10,stringer,extrados,975
908,10.4749976565471,9.72766774702374,0.01,26,11,stringer,extrados,976
993,10.531962903642,9.5781519932604,0.01,26,12,stringer,extrados,977
1075,10.5889281507369,9.42863623949706,0.01,26,13,stringer,extrados,978
1154,10.6458933978317,9.27912048573371,0.01,26,14,stringer,extrados,979
1230,10.7028586449266,9.12960473197037,0.01,26,15,stringer,extrados,980
1303,10.7598238920215,8.98008897820703,0.01,26,16,stringer,extrados,981
1374,10.8167891391163,8.83057322444368,0.01,26,17,stringer,extrados,982
1443,10.8737543862112,8.68105747068034,0.01,26,18,stringer,extrados,983
1509,10.9307196333061,8.531541716917,0.01,26,19,stringer,extrados,984
1572,10.9876848804009,8.38202596315365,0.01,26,20,stringer,extrados,985
1632,11.0446501274958,8.23251020939031,0.01,26,21,stringer,extrados,986
1689,11.1016153745907,8.08299445562697,0.01,26,22,stringer,extrados,987
1744,11.1585806216855,7.93347870186362,0.01,26,23,stringer,extrados,988
1797,11.2155458687804,7.78396294810028,0.01,26,24,stringer,extrados,989
1847,11.2725111158753,7.63444719433694,0.01,26,25,stringer,extrados,990
1894,11.3294763629701,7.4849314405736,0.01,26,26,stringer,extrados,991
1938,11.386441610065,7.33541568681025,0.01,26,27,stringer,extrados,992
1979,11.4434068571599,7.18589993304691,0.01,26,28,stringer,extrados,993
2017,11.5003721042547,7.03638417928357,0.01,26,29,stringer,extrados,994
2052,11.5573373513496,6.88686842552022,0.01,26,30,stringer,extrados,995
2085,11.6143025984445,6.73735267175688,0.01,26,31,stringer,extrados,996
27,10.1754456498609,11.4969525164405,0.01,27,-2,rear spars,extrados,997
27,11.966554698386,6.79585784697329,0.01,27,-1,front spars,extrados,998
24,10.2324108969557,11.3474367626772,0.01,27,1,stringer,extrados,999
112,10.2893761440506,11.1979210089139,0.01,27,2,stringer,extrados,1000
200,10.3463413911455,11.0484052551505,0.01,27,3,stringer,extrados,1001
288,10.4033066382404,10.8988895013872,0.01,27,4,stringer,extrados,1002
376,10.4602718853352,10.7493737476238,0.01,27,5,stringer,extrados,1003
465,10.5172371324301,10.5998579938605,0.01,27,6,stringer,extrados,1004
554,10.574202379525,10.4503422400971,0.01,27,7,stringer,extrados,1005
643,10.6311676266198,10.3008264863338,0.01,27,8,stringer,extrados,1006
732,10.6881328737147,10.1513107325705,0.01,27,9,stringer,extrados,1007
822,10.7450981208096,10.0017949788071,0.01,27,10,stringer,extrados,1008
909,10.8020633679044,9.85227922504376,0.01,27,11,stringer,extrados,1009
994,10.8590286149993,9.70276347128042,0.01,27,12,stringer,extrados,1010
1076,10.9159938620942,9.55324771751708,0.01,27,13,stringer,extrados,1011
1155,10.972959109189,9.40373196375374,0.01,27,14,stringer,extrados,1012
1231,11.0299243562839,9.25421620999039,0.01,27,15,stringer,extrados,1013
1304,11.0868896033788,9.10470045622705,0.01,27,16,stringer,extrados,1014
1375,11.1438548504736,8.95518470246371,0.01,27,17,stringer,extrados,1015
1444,11.2008200975685,8.80566894870036,0.01,27,18,stringer,extrados,1016
1510,11.2577853446634,8.65615319493702,0.01,27,19,stringer,extrados,1017
1573,11.3147505917582,8.50663744117368,0.01,27,20,stringer,extrados,1018
1633,11.3717158388531,8.35712168741033,0.01,27,21,stringer,extrados,1019
1690,11.428681085948,8.20760593364699,0.01,27,22,stringer,extrados,1020
1745,11.4856463330428,8.05809017988365,0.01,27,23,stringer,extrados,1021
1798,11.5426115801377,7.90857442612031,0.01,27,24,stringer,extrados,1022
1848,11.5995768272326,7.75905867235696,0.01,27,25,stringer,extrados,1023
1895,11.6565420743275,7.60954291859362,0.01,27,26,stringer,extrados,1024
1939,11.7135073214223,7.46002716483028,0.01,27,27,stringer,extrados,1025
1980,11.7704725685172,7.31051141106693,0.01,27,28,stringer,extrados,1026
2018,11.8274378156121,7.16099565730359,0.01,27,29,stringer,extrados,1027
2053,11.8844030627069,7.01147990354025,0.01,27,30,stringer,extrados,1028
2086,11.9413683098018,6.86196414977691,0.01,27,31,stringer,extrados,1029
28,10.5025113612182,11.6215639944606,0.01,28,-2,rear spars,extrados,1030
28,12.2736597342794,6.97285978391013,0.01,28,-1,front spars,extrados,1031
25,10.5594766083131,11.4720482406972,0.01,28,1,stringer,extrados,1032
113,10.6164418554079,11.3225324869339,0.01,28,2,stringer,extrados,1033
201,10.6734071025028,11.1730167331705,0.01,28,3,stringer,extrados,1034
289,10.7303723495977,11.0235009794072,0.01,28,4,stringer,extrados,1035
377,10.7873375966925,10.8739852256438,0.01,28,5,stringer,extrados,1036
466,10.8443028437874,10.7244694718805,0.01,28,6,stringer,extrados,1037
555,10.9012680908823,10.5749537181172,0.01,28,7,stringer,extrados,1038
644,10.9582333379771,10.4254379643538,0.01,28,8,stringer,extrados,1039
733,11.015198585072,10.2759222105905,0.01,28,9,stringer,extrados,1040
823,11.0721638321669,10.1264064568271,0.01,28,10,stringer,extrados,1041
910,11.1291290792617,9.97689070306379,0.01,28,11,stringer,extrados,1042
995,11.1860943263566,9.82737494930045,0.01,28,12,stringer,extrados,1043
1077,11.2430595734515,9.67785919553711,0.01,28,13,stringer,extrados,1044
1156,11.3000248205463,9.52834344177376,0.01,28,14,stringer,extrados,1045
1232,11.3569900676412,9.37882768801042,0.01,28,15,stringer,extrados,1046
1305,11.4139553147361,9.22931193424708,0.01,28,16,stringer,extrados,1047
1376,11.470920561831,9.07979618048373,0.01,28,17,stringer,extrados,1048
1445,11.5278858089258,8.93028042672039,0.01,28,18,stringer,extrados,1049
1511,11.5848510560207,8.78076467295705,0.01,28,19,stringer,extrados,1050
1574,11.6418163031156,8.6312489191937,0.01,28,20,stringer,extrados,1051
1634,11.6987815502104,8.48173316543036,0.01,28,21,stringer,extrados,1052
1691,11.7557467973053,8.33221741166702,0.01,28,22,stringer,extrados,1053
1746,11.8127120444002,8.18270165790367,0.01,28,23,stringer,extrados,1054
1799,11.869677291495,8.03318590414033,0.01,28,24,stringer,extrados,1055
1849,11.9266425385899,7.88367015037699,0.01,28,25,stringer,extrados,1056
1896,11.9836077856848,7.73415439661365,0.01,28,26,stringer,extrados,1057
1940,12.0405730327796,7.5846386428503,0.01,28,27,stringer,extrados,1058
1981,12.0975382798745,7.43512288908696,0.01,28,28,stringer,extrados,1059
2019,12.1545035269694,7.28560713532362,0.01,28,29,stringer,extrados,1060
2054,12.2114687740642,7.13609138156027,0.01,28,30,stringer,extrados,1061
2087,12.2684340211591,6.98657562779693,0.01,28,31,stringer,extrados,1062
29,10.8295770725755,11.7461754724806,0.01,29,-2,rear spars,extrados,1063
29,12.5807647701728,7.14986172084697,0.01,29,-1,front spars,extrados,1064
26,10.8865423196704,11.5966597187172,0.01,29,1,stringer,extrados,1065
114,10.9435075667652,11.4471439649539,0.01,29,2,stringer,extrados,1066
202,11.0004728138601,11.2976282111906,0.01,29,3,stringer,extrados,1067
290,11.057438060955,11.1481124574272,0.01,29,4,stringer,extrados,1068
378,11.1144033080498,10.9985967036639,0.01,29,5,stringer,extrados,1069
467,11.1713685551447,10.8490809499005,0.01,29,6,stringer,extrados,1070
556,11.2283338022396,10.6995651961372,0.01,29,7,stringer,extrados,1071
645,11.2852990493344,10.5500494423738,0.01,29,8,stringer,extrados,1072
734,11.3422642964293,10.4005336886105,0.01,29,9,stringer,extrados,1073
824,11.3992295435242,10.2510179348472,0.01,29,10,stringer,extrados,1074
911,11.4561947906191,10.1015021810838,0.01,29,11,stringer,extrados,1075
996,11.5131600377139,9.95198642732047,0.01,29,12,stringer,extrados,1076
1078,11.5701252848088,9.80247067355713,0.01,29,13,stringer,extrados,1077
1157,11.6270905319037,9.65295491979379,0.01,29,14,stringer,extrados,1078
1233,11.6840557789985,9.50343916603044,0.01,29,15,stringer,extrados,1079
1306,11.7410210260934,9.3539234122671,0.01,29,16,stringer,extrados,1080
1377,11.7979862731883,9.20440765850376,0.01,29,17,stringer,extrados,1081
1446,11.8549515202831,9.05489190474041,0.01,29,18,stringer,extrados,1082
1512,11.911916767378,8.90537615097707,0.01,29,19,stringer,extrados,1083
1575,11.9688820144729,8.75586039721373,0.01,29,20,stringer,extrados,1084
1635,12.0258472615677,8.60634464345038,0.01,29,21,stringer,extrados,1085
1692,12.0828125086626,8.45682888968704,0.01,29,22,stringer,extrados,1086
1747,12.1397777557575,8.3073131359237,0.01,29,23,stringer,extrados,1087
1800,12.1967430028523,8.15779738216036,0.01,29,24,stringer,extrados,1088
1850,12.2537082499472,8.00828162839701,0.01,29,25,stringer,extrados,1089
1897,12.3106734970421,7.85876587463367,0.01,29,26,stringer,extrados,1090
1941,12.3676387441369,7.70925012087033,0.01,29,27,stringer,extrados,1091
1982,12.4246039912318,7.55973436710698,0.01,29,28,stringer,extrados,1092
2020,12.4815692383267,7.41021861334364,0.01,29,29,stringer,extrados,1093
2055,12.5385344854216,7.2607028595803,0.01,29,30,stringer,extrados,1094
30,11.1566427839328,11.8707869505006,0.01,30,-2,rear spars,extrados,1095
30,12.8878698060662,7.32686365778381,0.01,30,-1,front spars,extrados,1096
27,11.2136080310277,11.7212711967373,0.01,30,1,stringer,extrados,1097
115,11.2705732781226,11.5717554429739,0.01,30,2,stringer,extrados,1098
203,11.3275385252174,11.4222396892106,0.01,30,3,stringer,extrados,1099
291,11.3845037723123,11.2727239354472,0.01,30,4,stringer,extrados,1100
379,11.4414690194072,11.1232081816839,0.01,30,5,stringer,extrados,1101
468,11.498434266502,10.9736924279206,0.01,30,6,stringer,extrados,1102
557,11.5553995135969,10.8241766741572,0.01,30,7,stringer,extrados,1103
646,11.6123647606918,10.6746609203939,0.01,30,8,stringer,extrados,1104
735,11.6693300077866,10.5251451666305,0.01,30,9,stringer,extrados,1105
825,11.7262952548815,10.3756294128672,0.01,30,10,stringer,extrados,1106
912,11.7832605019764,10.2261136591038,0.01,30,11,stringer,extrados,1107
997,11.8402257490712,10.0765979053405,0.01,30,12,stringer,extrados,1108
1079,11.8971909961661,9.92708215157715,0.01,30,13,stringer,extrados,1109
1158,11.954156243261,9.77756639781381,0.01,30,14,stringer,extrados,1110
1234,12.0111214903558,9.62805064405047,0.01,30,15,stringer,extrados,1111
1307,12.0680867374507,9.47853489028712,0.01,30,16,stringer,extrados,1112
1378,12.1250519845456,9.32901913652378,0.01,30,17,stringer,extrados,1113
1447,12.1820172316404,9.17950338276044,0.01,30,18,stringer,extrados,1114
1513,12.2389824787353,9.02998762899709,0.01,30,19,stringer,extrados,1115
1576,12.2959477258302,8.88047187523375,0.01,30,20,stringer,extrados,1116
1636,12.352912972925,8.73095612147041,0.01,30,21,stringer,extrados,1117
1693,12.4098782200199,8.58144036770707,0.01,30,22,stringer,extrados,1118
1748,12.4668434671148,8.43192461394372,0.01,30,23,stringer,extrados,1119
1801,12.5238087142097,8.28240886018038,0.01,30,24,stringer,extrados,1120
1851,12.5807739613045,8.13289310641704,0.01,30,25,stringer,extrados,1121
1898,12.6377392083994,7.98337735265369,0.01,30,26,stringer,extrados,1122
1942,12.6947044554943,7.83386159889035,0.01,30,27,stringer,extrados,1123
1983,12.7516697025891,7.68434584512701,0.01,30,28,stringer,extrados,1124
2021,12.808634949684,7.53483009136366,0.01,30,29,stringer,extrados,1125
2056,12.8656001967789,7.38531433760032,0.01,30,30,stringer,extrados,1126
31,11.4837084952901,11.9953984285206,0.01,31,-2,rear spars,extrados,1127
31,13.1949748419596,7.50386559472065,0.01,31,-1,front spars,extrados,1128
28,11.540673742385,11.8458826747573,0.01,31,1,stringer,extrados,1129
116,11.5976389894799,11.6963669209939,0.01,31,2,stringer,extrados,1130
204,11.6546042365747,11.5468511672306,0.01,31,3,stringer,extrados,1131
292,11.7115694836696,11.3973354134673,0.01,31,4,stringer,extrados,1132
380,11.7685347307645,11.2478196597039,0.01,31,5,stringer,extrados,1133
469,11.8254999778593,11.0983039059406,0.01,31,6,stringer,extrados,1134
558,11.8824652249542,10.9487881521772,0.01,31,7,stringer,extrados,1135
647,11.9394304720491,10.7992723984139,0.01,31,8,stringer,extrados,1136
736,11.9963957191439,10.6497566446505,0.01,31,9,stringer,extrados,1137
826,12.0533609662388,10.5002408908872,0.01,31,10,stringer,extrados,1138
913,12.1103262133337,10.3507251371239,0.01,31,11,stringer,extrados,1139
998,12.1672914604286,10.2012093833605,0.01,31,12,stringer,extrados,1140
1080,12.2242567075234,10.0516936295972,0.01,31,13,stringer,extrados,1141
1159,12.2812219546183,9.90217787583383,0.01,31,14,stringer,extrados,1142
1235,12.3381872017132,9.75266212207049,0.01,31,15,stringer,extrados,1143
1308,12.395152448808,9.60314636830715,0.01,31,16,stringer,extrados,1144
1379,12.4521176959029,9.4536306145438,0.01,31,17,stringer,extrados,1145
1448,12.5090829429978,9.30411486078046,0.01,31,18,stringer,extrados,1146
1514,12.5660481900926,9.15459910701712,0.01,31,19,stringer,extrados,1147
1577,12.6230134371875,9.00508335325378,0.01,31,20,stringer,extrados,1148
1637,12.6799786842824,8.85556759949043,0.01,31,21,stringer,extrados,1149
1694,12.7369439313772,8.70605184572709,0.01,31,22,stringer,extrados,1150
1749,12.7939091784721,8.55653609196375,0.01,31,23,stringer,extrados,1151
1802,12.850874425567,8.4070203382004,0.01,31,24,stringer,extrados,1152
1852,12.9078396726618,8.25750458443706,0.01,31,25,stringer,extrados,1153
1899,12.9648049197567,8.10798883067372,0.01,31,26,stringer,extrados,1154
1943,13.0217701668516,7.95847307691038,0.01,31,27,stringer,extrados,1155
1984,13.0787354139464,7.80895732314703,0.01,31,28,stringer,extrados,1156
2022,13.1357006610413,7.65944156938369,0.01,31,29,stringer,extrados,1157
2057,13.1926659081362,7.50992581562035,0.01,31,30,stringer,extrados,1158
32,11.8107742066474,12.1200099065407,0.01,32,-2,rear spars,extrados,1159
32,13.502079877853,7.68086753165749,0.01,32,-1,front spars,extrados,1160
29,11.8677394537423,11.9704941527773,0.01,32,1,stringer,extrados,1161
117,11.9247047008372,11.820978399014,0.01,32,2,stringer,extrados,1162
205,11.981669947932,11.6714626452506,0.01,32,3,stringer,extrados,1163
293,12.0386351950269,11.5219468914873,0.01,32,4,stringer,extrados,1164
381,12.0956004421218,11.3724311377239,0.01,32,5,stringer,extrados,1165
470,12.1525656892167,11.2229153839606,0.01,32,6,stringer,extrados,1166
559,12.2095309363115,11.0733996301973,0.01,32,7,stringer,extrados,1167
648,12.2664961834064,10.9238838764339,0.01,32,8,stringer,extrados,1168
737,12.3234614305013,10.7743681226706,0.01,32,9,stringer,extrados,1169
827,12.3804266775961,10.6248523689072,0.01,32,10,stringer,extrados,1170
914,12.437391924691,10.4753366151439,0.01,32,11,stringer,extrados,1171
999,12.4943571717859,10.3258208613805,0.01,32,12,stringer,extrados,1172
1081,12.5513224188807,10.1763051076172,0.01,32,13,stringer,extrados,1173
1160,12.6082876659756,10.0267893538539,0.01,32,14,stringer,extrados,1174
1236,12.6652529130705,9.87727360009051,0.01,32,15,stringer,extrados,1175
1309,12.7222181601653,9.72775784632717,0.01,32,16,stringer,extrados,1176
1380,12.7791834072602,9.57824209256383,0.01,32,17,stringer,extrados,1177
1449,12.8361486543551,9.42872633880049,0.01,32,18,stringer,extrados,1178
1515,12.8931139014499,9.27921058503714,0.01,32,19,stringer,extrados,1179
1578,12.9500791485448,9.1296948312738,0.01,32,20,stringer,extrados,1180
1638,13.0070443956397,8.98017907751046,0.01,32,21,stringer,extrados,1181
1695,13.0640096427345,8.83066332374711,0.01,32,22,stringer,extrados,1182
1750,13.1209748898294,8.68114756998377,0.01,32,23,stringer,extrados,1183
1803,13.1779401369243,8.53163181622043,0.01,32,24,stringer,extrados,1184
1853,13.2349053840192,8.38211606245709,0.01,32,25,stringer,extrados,1185
1900,13.291870631114,8.23260030869374,0.01,32,26,stringer,extrados,1186
1944,13.3488358782089,8.0830845549304,0.01,32,27,stringer,extrados,1187
1985,13.4058011253038,7.93356880116706,0.01,32,28,stringer,extrados,1188
2023,13.4627663723986,7.78405304740371,0.01,32,29,stringer,extrados,1189
33,12.1378399180048,12.2446213845607,0.01,33,-2,rear spars,extrados,1190
33,13.8091849137464,7.85786946859433,0.01,33,-1,front spars,extrados,1191
30,12.1948051650996,12.0951056307973,0.01,33,1,stringer,extrados,1192
118,12.2517704121945,11.945589877034,0.01,33,2,stringer,extrados,1193
206,12.3087356592894,11.7960741232707,0.01,33,3,stringer,extrados,1194
294,12.3657009063842,11.6465583695073,0.01,33,4,stringer,extrados,1195
382,12.4226661534791,11.497042615744,0.01,33,5,stringer,extrados,1196
471,12.479631400574,11.3475268619806,0.01,33,6,stringer,extrados,1197
560,12.5365966476688,11.1980111082173,0.01,33,7,stringer,extrados,1198
649,12.5935618947637,11.0484953544539,0.01,33,8,stringer,extrados,1199
738,12.6505271418586,10.8989796006906,0.01,33,9,stringer,extrados,1200
828,12.7074923889534,10.7494638469273,0.01,33,10,stringer,extrados,1201
915,12.7644576360483,10.5999480931639,0.01,33,11,stringer,extrados,1202
1000,12.8214228831432,10.4504323394006,0.01,33,12,stringer,extrados,1203
1082,12.878388130238,10.3009165856372,0.01,33,13,stringer,extrados,1204
1161,12.9353533773329,10.1514008318739,0.01,33,14,stringer,extrados,1205
1237,12.9923186244278,10.0018850781105,0.01,33,15,stringer,extrados,1206
1310,13.0492838715226,9.8523693243472,0.01,33,16,stringer,extrados,1207
1381,13.1062491186175,9.70285357058385,0.01,33,17,stringer,extrados,1208
1450,13.1632143657124,9.55333781682051,0.01,33,18,stringer,extrados,1209
1516,13.2201796128073,9.40382206305717,0.01,33,19,stringer,extrados,1210
1579,13.2771448599021,9.25430630929382,0.01,33,20,stringer,extrados,1211
1639,13.334110106997,9.10479055553048,0.01,33,21,stringer,extrados,1212
1696,13.3910753540919,8.95527480176714,0.01,33,22,stringer,extrados,1213
1751,13.4480406011867,8.8057590480038,0.01,33,23,stringer,extrados,1214
1804,13.5050058482816,8.65624329424045,0.01,33,24,stringer,extrados,1215
1854,13.5619710953765,8.50672754047711,0.01,33,25,stringer,extrados,1216
1901,13.6189363424713,8.35721178671377,0.01,33,26,stringer,extrados,1217
1945,13.6759015895662,8.20769603295042,0.01,33,27,stringer,extrados,1218
1986,13.7328668366611,8.05818027918708,0.01,33,28,stringer,extrados,1219
2024,13.7898320837559,7.90866452542374,0.01,33,29,stringer,extrados,1220
34,12.4649056293621,12.3692328625807,0.01,34,-2,rear spars,extrados,1221
34,14.1162899496399,8.03487140553117,0.01,34,-1,front spars,extrados,1222
31,12.5218708764569,12.2197171088174,0.01,34,1,stringer,extrados,1223
119,12.5788361235518,12.070201355054,0.01,34,2,stringer,extrados,1224
207,12.6358013706467,11.9206856012907,0.01,34,3,stringer,extrados,1225
295,12.6927666177415,11.7711698475273,0.01,34,4,stringer,extrados,1226
383,12.7497318648364,11.621654093764,0.01,34,5,stringer,extrados,1227
472,12.8066971119313,11.4721383400007,0.01,34,6,stringer,extrados,1228
561,12.8636623590261,11.3226225862373,0.01,34,7,stringer,extrados,1229
650,12.920627606121,11.173106832474,0.01,34,8,stringer,extrados,1230
739,12.9775928532159,11.0235910787106,0.01,34,9,stringer,extrados,1231
829,13.0345581003108,10.8740753249473,0.01,34,10,stringer,extrados,1232
916,13.0915233474056,10.7245595711839,0.01,34,11,stringer,extrados,1233
1001,13.1484885945005,10.5750438174206,0.01,34,12,stringer,extrados,1234
1083,13.2054538415954,10.4255280636573,0.01,34,13,stringer,extrados,1235
1162,13.2624190886902,10.2760123098939,0.01,34,14,stringer,extrados,1236
1238,13.3193843357851,10.1264965561306,0.01,34,15,stringer,extrados,1237
1311,13.37634958288,9.97698080236722,0.01,34,16,stringer,extrados,1238
1382,13.4333148299748,9.82746504860388,0.01,34,17,stringer,extrados,1239
1451,13.4902800770697,9.67794929484053,0.01,34,18,stringer,extrados,1240
1517,13.5472453241646,9.52843354107719,0.01,34,19,stringer,extrados,1241
1580,13.6042105712594,9.37891778731385,0.01,34,20,stringer,extrados,1242
1640,13.6611758183543,9.22940203355051,0.01,34,21,stringer,extrados,1243
1697,13.7181410654492,9.07988627978716,0.01,34,22,stringer,extrados,1244
1752,13.775106312544,8.93037052602382,0.01,34,23,stringer,extrados,1245
1805,13.8320715596389,8.78085477226048,0.01,34,24,stringer,extrados,1246
1855,13.8890368067338,8.63133901849714,0.01,34,25,stringer,extrados,1247
1902,13.9460020538286,8.48182326473379,0.01,34,26,stringer,extrados,1248
1946,14.0029673009235,8.33230751097045,0.01,34,27,stringer,extrados,1249
1987,14.0599325480184,8.18279175720711,0.01,34,28,stringer,extrados,1250
35,12.7919713407194,12.4938443406007,0.01,35,-2,rear spars,extrados,1251
35,14.4233949855333,8.21187334246801,0.01,35,-1,front spars,extrados,1252
32,12.8489365878142,12.3443285868374,0.01,35,1,stringer,extrados,1253
120,12.9059018349091,12.194812833074,0.01,35,2,stringer,extrados,1254
208,12.962867082004,12.0452970793107,0.01,35,3,stringer,extrados,1255
296,13.0198323290989,11.8957813255474,0.01,35,4,stringer,extrados,1256
384,13.0767975761937,11.746265571784,0.01,35,5,stringer,extrados,1257
473,13.1337628232886,11.5967498180207,0.01,35,6,stringer,extrados,1258
