x,y,z
5.18691886548797,3.94609160382971,0.01
5.24388411258283,3.79657585006637,0.01
5.3008493596777,3.64706009630302,0.01
5.35781460677257,3.49754434253968,0.01
5.41477985386744,3.34802858877634,0.01
5.47174510096231,3.19851283501299,0.01
3.63413142271463,9.00472295604005,0.01
5.82445398051762,3.2558191082365,0.01
3.69109666980949,8.85520720227671,0.01
3.74806191690436,8.70569144851336,0.01
3.80502716399923,8.55617569475002,0.01
3.8619924110941,8.40665994098668,0.01
3.91895765818897,8.25714418722334,0.01
3.97592290528384,8.10762843345999,0.01
4.0328881523787,7.95811267969665,0.01
4.08985339947357,7.80859692593331,0.01
4.14681864656844,7.65908117216996,0.01
4.20378389366331,7.50956541840662,0.01
4.26074914075818,7.36004966464328,0.01
4.31771438785305,7.21053391087993,0.01
4.37467963494791,7.06101815711659,0.01
4.43164488204278,6.91150240335325,0.01
4.48861012913765,6.76198664958991,0.01
4.54557537623252,6.61247089582656,0.01
4.60254062332739,6.46295514206322,0.01
4.65950587042226,6.31343938829988,0.01
4.71647111751712,6.16392363453653,0.01
4.77343636461199,6.01440788077319,0.01
4.83040161170686,5.86489212700985,0.01
4.88736685880173,5.71537637324651,0.01
4.9443321058966,5.56586061948316,0.01
5.00129735299146,5.41634486571982,0.01
5.05826260008633,5.26682911195648,0.01
5.1152278471812,5.11731335819313,0.01
